challengeID,cm1ethrace,cf1ethrace,cm1edu,cf1edu,cm1relf
1148,1,3,2,2,6
1149,1,1,2,2,1
1150,2,2,3,2,2
1151,2,2,2,1,2
1152,2,2,1,3,2
1153,2,2,2,2,2
1154,1,2,1,1,1
1155,2,2,2,2,3
1156,3,1,3,4,1
1157,3,2,3,1,3
1158,2,2,1,1,3
1159,1,1,2,2,2
1160,1,3,4,3,2
1161,2,2,2,2,3
1162,3,3,1,1,2
1163,3,3,1,3,2
1164,2,2,4,2,1
1165,2,2,2,2,4
1166,1,1,4,4,1
1167,2,2,1,2,3
1168,1,1,2,2,2
1169,3,3,1,1,2
1170,2,2,1,1,3
1171,3,3,3,3,2
1172,1,1,1,2,1
1173,2,2,2,2,5
1174,1,1,2,2,2
1175,2,2,3,2,4
1176,2,3,3,1,3
1177,3,3,1,1,2
1178,2,2,1,1,3
1179,2,2,1,2,2
1180,3,3,1,1,1
1181,1,1,3,1,2
1182,2,2,1,2,3
1183,1,1,4,4,1
1184,2,2,2,3,3
1185,3,3,1,1,2
1186,1,1,3,3,1
1187,2,2,3,3,1
1188,2,2,2,3,2
1189,3,3,3,3,2
1190,1,1,1,3,1
1191,2,2,1,2,4
1192,3,3,2,2,2
1193,1,1,4,3,1
1194,2,2,2,2,3
1195,1,2,1,1,2
1196,3,3,1,1,2
1197,3,1,1,3,3
1198,2,2,3,3,3
1199,4,1,3,4,3
1200,3,3,2,3,3
1201,2,2,2,3,2
1202,2,2,3,2,2
1203,2,2,2,2,3
1204,1,1,4,4,1
1205,2,2,3,2,3
1206,3,3,1,1,5
1207,2,2,3,2,3
1208,2,2,1,1,3
1209,1,1,2,1,3
1210,1,1,2,1,3
1211,2,2,2,1,2
1212,2,2,4,3,3
1213,3,3,3,2,2
1214,3,3,2,3,1
1215,2,2,1,2,2
1216,3,1,4,4,1
1217,2,2,4,4,3
1218,2,2,3,2,3
1219,2,2,2,2,2
1220,1,1,2,1,4
1221,2,2,2,1,3
1222,2,2,2,1,3
1223,2,2,2,2,3
1224,2,2,3,3,2
1225,2,2,1,2,3
1226,3,3,1,1,6
1227,3,1,1,4,3
1228,2,2,1,2,3
1229,3,3,1,2,1
1230,1,3,3,3,1
1231,3,3,1,1,2
1232,2,2,2,1,4
1233,2,2,1,1,2
1234,1,1,4,4,1
1235,3,3,3,2,5
1236,3,3,1,1,2
1237,2,2,1,3,2
1238,1,1,4,4,1
1239,2,2,3,1,4
1240,3,3,1,2,3
1241,1,1,3,4,1
1242,2,1,3,3,2
1243,3,3,1,2,3
1244,3,3,1,1,4
1245,1,3,1,1,2
1246,2,2,1,2,3
1247,3,3,2,1,4
1248,2,2,2,2,3
1249,3,3,2,2,2
1250,1,1,4,4,1
1251,2,2,3,1,2
1252,3,3,2,1,2
1253,2,2,2,2,3
1254,2,2,3,2,2
1255,2,2,4,3,2
1256,1,1,3,4,1
1257,1,1,1,1,2
1258,2,2,2,2,2
1259,1,1,4,4,1
1260,2,2,2,3,2
1261,2,2,1,3,2
1262,3,3,1,2,2
1263,4,2,2,2,3
1264,3,1,2,1,1
1265,2,2,1,1,4
1266,4,4,4,4,1
1267,1,1,4,4,1
1268,3,3,3,1,2
1269,3,3,2,2,4
1270,1,1,3,3,1
1271,2,2,3,3,3
1272,4,3,2,2,2
1273,3,1,1,2,3
1274,1,1,1,2,2
1275,1,1,4,2,1
1276,4,1,4,4,1
1277,3,3,3,1,2
1278,4,1,3,3,4
1279,2,2,1,3,1
1280,4,1,1,1,3
1281,2,2,1,1,3
1282,3,3,1,1,3
1283,3,3,2,2,1
1284,2,2,2,2,3
1285,2,1,3,1,5
1286,1,1,4,3,1
1287,3,3,1,1,2
1288,2,1,1,2,3
1289,2,2,3,3,3
1290,1,1,2,2,2
1291,3,3,2,1,2
1292,2,2,3,1,2
1293,3,3,1,1,1
1294,3,3,1,3,2
1295,2,2,1,2,3
1296,3,3,3,3,3
1297,2,2,2,1,3
1298,1,1,3,3,1
1299,2,2,3,4,4
1300,1,1,2,1,2
1301,3,3,3,1,2
1302,2,2,2,3,1
1303,1,1,2,3,2
1304,2,2,1,1,2
1305,1,3,4,3,1
1306,2,2,3,2,1
1307,2,2,3,4,1
1308,2,2,3,2,2
1309,3,4,1,1,4
1310,3,2,3,3,3
1311,1,1,3,2,5
1312,2,2,4,4,1
1313,1,1,3,3,1
1314,3,3,2,1,2
1315,2,2,2,2,3
1316,2,1,3,4,5
1317,3,2,2,2,2
1318,2,2,4,4,2
1319,3,3,2,2,2
1320,3,3,2,2,3
1321,2,2,2,2,3
1322,1,1,3,3,1
1323,2,2,2,2,2
1324,2,2,2,2,2
1325,2,2,2,2,3
1326,2,2,2,2,2
1327,1,1,2,2,2
1328,2,2,1,2,4
1329,1,1,4,4,1
1330,2,2,1,2,3
1331,1,1,2,3,2
1332,2,2,1,4,1
1333,2,2,1,2,3
1334,3,3,2,1,1
1335,2,2,4,2,1
1336,2,2,2,2,2
1337,3,3,1,1,2
1338,3,1,3,2,3
1339,2,2,1,1,2
1340,1,1,2,4,1
1341,1,1,4,3,1
1342,1,1,3,4,1
1343,3,3,3,1,2
1344,1,2,3,3,2
1345,3,1,3,2,3
1346,3,3,2,2,2
1347,2,2,3,2,1
1348,2,2,2,2,1
1349,3,3,2,1,2
1350,3,3,1,1,3
1351,2,2,1,1,2
1352,2,2,3,2,2
1353,2,2,2,1,3
1354,1,1,2,2,2
1355,3,1,2,1,7
1356,1,1,4,4,1
1357,1,1,3,4,1
1358,3,4,3,3,1
1359,2,2,2,2,2
1360,2,2,2,2,5
1361,2,2,1,1,2
1362,3,3,1,1,2
1363,2,2,3,3,3
1364,1,1,1,2,1
1365,3,3,1,1,3
1366,2,2,1,1,5
1367,1,1,3,4,1
1368,3,3,1,1,1
1369,1,2,2,1,6
1370,3,3,1,1,2
1371,1,1,3,3,1
1372,1,1,3,4,1
1373,1,1,3,4,1
1374,3,3,1,1,1
1375,2,3,2,1,4
1376,1,3,3,3,2
1377,3,3,1,1,2
1378,2,2,2,2,3
1379,2,2,2,2,3
1380,1,2,3,2,2
1381,3,3,4,2,2
1382,1,1,2,2,2
1383,2,2,2,2,4
1384,2,2,1,1,7
1385,4,1,3,2,4
1386,2,2,1,2,3
1387,4,4,4,4,1
1388,3,2,1,2,6
1389,4,1,1,2,1
1390,3,3,1,1,2
1391,2,2,2,2,2
1392,2,2,1,2,5
1393,3,3,2,2,2
1394,2,2,2,3,3
1395,3,3,3,1,6
1396,2,1,3,1,2
1397,2,2,1,2,3
1398,2,2,1,2,3
1399,3,3,1,1,2
1400,2,2,1,2,1
1401,2,1,3,1,7
1402,2,2,2,1,2
1403,3,3,1,1,2
1404,1,4,3,2,1
1405,2,2,2,2,6
1406,2,2,2,2,2
1407,2,1,2,2,1
1408,2,2,2,2,1
1409,1,1,3,3,1
1410,1,1,1,1,3
1411,1,1,4,4,1
1412,1,3,1,2,2
1413,3,1,4,4,1
1414,3,3,3,3,2
1415,2,2,3,3,2
1416,2,2,1,1,2
1417,2,2,3,1,3
1418,2,2,3,3,2
1419,1,1,4,4,1
1420,1,1,2,3,1
1421,2,3,3,3,3
1422,4,1,3,4,1
1423,1,1,3,1,1
1424,2,2,1,2,3
1425,1,1,3,2,1
1426,1,1,4,4,1
1427,2,2,2,2,3
1428,1,1,3,4,1
1429,3,3,4,4,1
1430,2,2,1,1,4
1431,3,3,3,3,2
1432,2,2,1,2,3
1433,2,2,3,1,3
1434,2,2,3,2,2
1435,2,3,2,2,2
1436,2,2,1,1,3
1437,1,1,4,3,1
1438,3,1,1,3,1
1439,2,2,1,1,3
1440,2,2,2,3,4
1441,3,3,1,1,2
1442,2,2,1,1,3
1443,1,1,1,3,1
1444,1,1,4,4,1
1445,3,3,1,1,2
1446,1,1,4,4,1
1447,1,1,2,3,1
1448,1,1,3,2,1
1449,3,3,2,2,3
1450,1,1,4,4,1
1451,1,2,3,2,4
1452,2,2,3,2,2
1453,2,2,3,4,1
1454,3,3,1,1,1
1455,2,3,2,2,3
1456,1,1,3,4,4
1457,1,1,4,3,1
1458,1,1,2,4,1
1459,2,2,2,2,1
1460,3,3,3,2,2
1461,3,3,1,2,3
1462,2,2,3,2,2
1463,1,1,1,1,2
1464,1,3,3,3,1
1465,2,2,2,2,3
1466,2,2,3,2,2
1467,2,2,2,1,4
1468,3,3,2,3,3
1469,3,3,3,1,6
1470,2,2,2,2,2
1471,2,1,3,1,6
1472,2,2,2,3,3
1473,2,2,1,1,1
1474,2,2,2,1,4
1475,2,2,2,2,3
1476,3,3,1,1,2
1477,4,4,4,4,1
1478,1,3,4,4,1
1479,2,2,1,1,3
1480,3,3,2,2,2
1481,2,2,2,2,1
1482,3,3,1,1,2
1483,1,1,4,4,1
1484,3,2,2,1,2
1485,2,3,3,1,3
1486,2,3,3,4,2
1487,2,2,1,2,3
1488,2,2,3,2,1
1489,1,1,3,3,1
1490,2,2,4,2,3
1491,2,2,3,2,2
1492,2,3,2,2,5
1493,3,2,3,3,2
1494,3,3,3,3,2
1495,2,2,2,2,3
1496,2,2,1,2,3
1497,1,1,3,3,1
1498,2,2,2,2,2
1499,1,1,1,2,2
1500,3,2,1,1,3
1501,2,2,3,3,3
1502,3,3,2,1,4
1503,3,3,3,3,1
1504,3,3,1,1,1
1505,1,1,1,3,2
1506,2,2,3,3,2
1507,1,3,1,2,3
1508,2,2,1,1,3
1509,1,1,1,1,2
1510,1,1,4,4,1
1511,2,2,2,1,5
1512,1,1,1,2,2
1513,3,3,3,2,2
1514,2,2,2,2,2
1515,1,1,2,3,6
1516,4,4,3,3,1
1517,1,3,1,2,2
1518,4,1,1,2,6
1519,2,2,2,2,3
1520,1,4,2,2,3
1521,3,3,1,1,3
1522,4,3,2,2,2
1523,2,2,3,4,4
1524,3,3,1,1,1
1525,2,2,3,2,4
1526,2,2,2,2,5
1527,1,2,2,2,3
1528,1,1,2,1,2
1529,1,1,4,4,1
1530,2,2,3,3,1
1531,1,1,1,1,6
1532,2,2,3,1,2
1533,2,2,1,1,2
1534,2,2,3,3,5
1535,1,1,2,1,2
1536,3,3,1,1,2
1537,2,2,3,2,4
1538,1,1,3,3,1
1539,1,1,1,1,2
1540,2,2,2,2,2
1541,1,1,1,3,1
1542,3,3,1,1,1
1543,2,2,3,4,1
1544,1,2,1,2,2
1545,2,2,1,2,4
1546,1,1,1,3,2
1547,2,2,2,3,2
1548,2,2,3,2,3
1549,2,2,2,2,3
1550,1,1,3,3,2
1551,2,2,3,2,2
1552,1,1,1,1,3
1553,3,1,1,2,2
1554,2,2,1,1,2
1555,2,2,1,1,5
1556,1,1,3,1,2
1557,1,1,1,1,2
1558,2,2,2,3,3
1559,2,2,3,1,3
1560,1,2,2,1,3
1561,3,3,2,3,1
1562,2,3,3,3,2
1563,1,1,3,2,1
1564,2,2,3,2,2
1565,3,3,3,3,3
1566,4,4,4,1,1
1567,2,2,1,3,4
1568,1,4,3,1,2
1569,4,1,1,2,3
1570,4,4,4,3,1
1571,1,1,1,2,2
1572,3,3,1,1,3
1573,2,2,3,1,4
1574,1,1,3,3,1
1575,2,2,3,2,1
1576,2,2,1,1,4
1577,3,3,3,4,1
1578,3,1,2,2,2
1579,3,2,2,1,2
1580,1,1,3,3,1
1581,2,2,3,3,1
1582,2,2,1,1,2
1583,4,4,4,3,1
1584,2,3,1,1,1
1585,3,3,1,1,1
1586,1,3,2,1,4
1587,2,2,2,1,3
1588,4,1,3,3,3
1589,1,1,4,3,1
1590,3,3,3,4,1
1591,1,3,1,1,2
1592,2,2,1,2,2
1593,1,1,3,4,1
1594,2,2,1,2,3
1595,3,1,3,2,2
1596,2,2,3,2,1
1597,2,2,1,4,2
1598,2,2,3,3,3
1599,2,2,1,1,6
1600,3,1,2,2,2
1601,2,2,2,2,2
1602,2,2,2,2,2
1603,2,2,2,3,2
1604,2,2,2,2,2
1605,2,1,3,2,2
1606,2,2,1,3,1
1607,2,2,3,2,2
1608,3,3,1,1,2
1609,3,1,1,2,2
1610,2,2,3,3,2
1611,2,2,2,2,2
1612,4,1,1,3,2
1613,1,1,2,1,2
1614,3,3,1,3,1
1615,2,2,3,2,1
1616,4,4,4,4,1
1617,2,2,3,2,3
1618,1,1,2,2,1
1619,1,2,3,3,3
1620,2,2,2,1,3
1621,1,1,2,1,2
1622,2,2,2,3,2
1623,3,2,2,2,3
1624,3,2,1,2,3
1625,3,3,1,1,2
1626,1,1,1,1,2
1627,1,1,1,2,2
1628,2,2,1,3,1
1629,2,2,3,3,3
1630,2,2,1,1,2
1631,2,2,2,3,2
1632,2,2,1,2,3
1633,3,3,1,1,2
1634,3,3,2,1,3
1635,2,2,1,1,2
1636,2,2,1,1,4
1637,2,2,4,4,1
1638,2,2,1,1,2
1639,2,2,3,1,2
1640,2,2,3,3,1
1641,1,1,4,3,1
1642,3,3,4,2,1
1643,2,2,2,2,3
1644,3,3,3,2,3
1645,2,2,3,2,3
1646,2,2,2,1,3
1647,1,1,1,1,1
1648,2,1,2,1,7
1649,3,3,1,1,3
1650,2,2,2,2,2
1651,3,3,1,1,2
1652,2,2,3,2,5
1653,3,2,1,1,2
1654,2,2,3,2,2
1655,2,2,1,3,2
1656,2,1,2,1,3
1657,2,2,4,3,1
1658,2,2,4,2,1
1659,4,1,3,3,1
1660,2,2,3,2,3
1661,2,2,4,2,1
1662,1,1,2,3,1
1663,3,3,1,1,2
1664,1,1,4,4,1
1665,1,2,3,2,3
1666,4,1,2,4,1
1667,3,3,4,2,1
1668,2,2,2,1,3
1669,1,1,4,3,2
1670,3,3,1,1,1
1671,3,3,2,1,4
1672,1,1,4,4,1
1673,2,1,1,4,1
1674,1,1,2,2,2
1675,4,4,4,4,1
1676,2,2,1,1,2
1677,2,2,1,1,5
1678,3,2,2,2,2
1679,2,2,2,2,3
1680,2,2,2,2,2
1681,2,2,3,1,4
1682,2,2,3,3,2
1683,2,2,3,2,5
1684,2,2,3,3,3
1685,3,1,2,1,2
1686,2,2,2,1,2
1687,2,2,1,1,2
1688,2,2,3,3,1
1689,3,3,1,1,2
1690,2,2,2,2,3
1691,3,3,3,3,2
1692,3,3,1,1,6
1693,2,2,2,1,3
1694,2,2,2,1,3
1695,2,3,3,2,3
1696,3,3,2,2,1
1697,2,2,2,3,2
1698,1,1,4,4,1
1699,2,2,3,3,1
1700,2,2,1,1,1
1701,3,3,2,4,2
1702,3,3,1,1,2
1703,2,2,1,1,4
1704,1,1,1,1,1
1705,4,1,3,2,4
1706,3,3,2,2,2
1707,3,2,1,1,2
1708,2,2,3,2,2
1709,2,2,2,3,2
1710,4,1,2,1,1
1711,2,2,2,3,3
1712,2,2,2,2,1
1713,3,3,1,2,1
1714,2,2,2,2,3
1715,1,1,2,1,7
1716,2,2,4,3,2
1717,3,1,3,3,1
1718,2,2,3,1,6
1719,4,1,2,1,6
1720,3,3,2,1,3
1721,2,2,4,3,2
1722,1,1,2,2,2
1723,3,3,2,2,2
1724,2,2,2,2,1
1725,3,3,2,1,5
1726,4,1,2,2,3
1727,2,1,3,3,3
1728,2,2,3,1,2
1729,1,1,3,1,3
1730,1,1,3,4,1
1731,1,1,3,4,1
1732,1,1,4,4,1
1733,3,3,3,3,1
1734,3,3,1,1,2
1735,1,1,4,4,1
1736,3,2,2,2,3
1737,2,2,2,2,2
1738,2,1,3,2,3
1739,1,1,4,4,1
1740,1,3,3,1,3
1741,3,3,1,1,5
1742,2,2,2,2,3
1743,3,3,3,3,1
1744,3,3,1,1,2
1745,3,3,2,1,2
1746,2,2,3,2,2
1747,3,3,1,3,2
1748,3,3,1,2,3
1749,2,2,3,2,2
1750,2,2,2,2,3
1751,2,2,2,2,4
1752,3,3,1,2,2
1753,2,2,3,3,3
1754,2,2,2,1,3
1755,2,2,4,4,1
1756,2,2,2,2,2
1757,3,3,2,2,1
1758,2,2,1,3,2
1759,4,4,3,4,2
1760,3,3,2,2,1
1761,2,2,1,3,3
1762,3,3,1,1,2
1763,2,2,1,1,5
1764,1,1,3,3,2
1765,3,3,2,2,3
1766,2,2,1,1,3
1767,2,2,4,3,1
1768,1,1,2,3,1
1769,2,2,1,1,3
1770,3,3,3,3,2
1771,3,2,2,2,4
1772,2,2,2,2,2
1773,1,4,3,2,2
1774,2,2,1,2,2
1775,4,4,4,4,1
1776,2,2,1,1,3
1777,3,3,2,2,2
1778,3,3,2,1,1
1779,3,1,2,4,2
1780,1,1,4,2,1
1781,3,3,1,1,2
1782,1,4,2,1,3
1783,1,3,2,2,2
1784,2,2,1,1,5
1785,2,2,1,2,3
1786,1,1,2,2,1
1787,1,1,2,2,1
1788,3,3,3,3,2
1789,2,2,1,1,2
1790,2,2,1,2,2
1791,1,2,2,2,2
1792,3,3,1,1,2
1793,2,2,2,1,3
1794,1,1,4,4,1
1795,2,2,1,1,2
1796,2,2,3,2,1
1797,3,3,2,1,2
1798,2,2,3,2,1
1799,1,1,3,2,3
1800,2,3,2,2,2
1801,2,2,3,2,2
1802,3,3,1,1,2
1803,1,1,2,3,1
1804,1,2,1,1,3
1805,2,2,2,2,2
1806,2,2,1,1,5
1807,2,2,1,1,2
1808,2,3,3,3,1
1809,1,2,3,3,3
1810,2,1,3,3,4
1811,2,1,1,1,7
1812,3,3,2,2,2
1813,2,2,2,2,2
1814,1,4,3,3,1
1815,3,3,2,2,3
1816,3,3,1,2,2
1817,1,1,3,3,1
1818,1,1,2,3,1
1819,1,1,4,4,1
1820,1,1,1,2,2
1821,2,2,2,3,3
1822,3,3,1,1,1
1823,1,1,2,3,2
1824,3,1,4,4,1
1825,2,2,1,1,3
1826,3,3,3,3,1
1827,1,1,4,4,1
1828,2,1,2,1,5
1829,2,2,3,1,2
1830,3,2,2,2,3
1831,3,2,2,2,1
1832,2,2,1,4,3
1833,1,1,4,4,1
1834,2,2,1,1,2
1835,3,3,1,1,2
1836,3,1,2,2,5
1837,1,1,3,4,1
1838,1,3,2,3,1
1839,3,3,2,2,3
1840,1,1,2,3,3
1841,3,1,2,1,7
1842,2,2,3,2,2
1843,2,3,1,2,2
1844,4,2,1,2,3
1845,2,2,3,3,3
1846,2,2,2,2,3
1847,1,1,3,3,2
1848,2,2,1,2,2
1849,1,4,1,2,4
1850,3,3,1,2,2
1851,2,2,2,3,4
1852,3,3,2,2,2
1853,2,2,3,1,3
1854,2,2,2,2,2
1855,2,2,1,3,3
1856,2,2,3,2,3
1857,1,1,2,2,1
1858,3,3,1,2,3
1859,2,2,1,2,2
1860,2,2,1,3,3
1861,2,2,2,2,4
1862,1,1,4,2,1
1863,2,2,1,2,4
1864,2,2,2,2,2
1865,1,1,3,3,1
1866,2,2,4,3,2
1867,3,2,3,3,2
1868,3,3,3,3,1
1869,2,2,3,3,2
1870,2,2,3,3,2
1871,1,1,2,1,2
1872,2,2,4,2,2
1873,2,2,1,2,3
1874,3,3,3,3,1
1875,3,3,3,2,3
1876,2,2,1,2,4
1877,3,2,1,2,1
1878,2,2,1,3,3
1879,2,2,4,4,3
1880,3,3,1,1,2
1881,2,2,2,1,2
1882,2,2,2,1,3
1883,3,3,3,3,1
1884,3,3,3,1,2
1885,2,2,4,1,4
1886,2,2,2,1,3
1887,3,3,2,2,2
1888,2,2,2,1,3
1889,2,2,3,3,2
1890,3,1,3,3,1
1891,2,2,2,2,2
1892,1,3,1,1,6
1893,2,2,4,4,1
1894,1,1,3,2,1
1895,3,3,3,1,2
1896,2,2,1,1,3
1897,3,2,1,2,3
1898,3,3,3,3,2
1899,3,3,1,1,2
1900,3,3,1,1,3
1901,2,2,1,2,4
1902,2,2,3,3,3
1903,2,2,2,1,2
1904,3,3,2,1,3
1905,1,1,1,2,6
1906,2,2,2,1,4
1907,1,4,4,4,1
1908,2,2,1,2,2
1909,3,2,3,3,2
1910,4,1,4,4,1
1911,2,2,2,1,3
1912,1,1,2,2,2
1913,3,3,1,2,2
1914,2,2,1,3,3
1915,2,1,2,2,2
1916,3,3,1,3,2
1917,2,2,1,1,6
1918,1,1,3,2,3
1919,2,2,2,2,2
1920,2,2,1,1,3
1921,2,2,1,1,3
1922,2,2,1,1,3
1923,2,2,3,2,3
1924,2,2,1,1,3
1925,2,2,3,3,2
1926,2,2,1,2,2
1927,2,2,2,2,2
1928,2,2,3,3,3
1929,3,3,1,4,1
1930,3,3,1,1,2
1931,2,2,2,2,2
1932,2,2,2,4,4
1933,3,2,1,1,4
1934,2,2,2,3,2
1935,1,1,3,3,1
1936,4,4,4,4,1
1937,1,1,3,3,1
1938,2,2,3,3,3
1939,2,2,3,2,3
1940,3,3,3,3,2
1941,2,1,4,4,4
1942,2,2,1,2,3
1943,2,2,2,1,6
1944,3,3,1,2,3
1945,2,2,2,2,3
1946,2,2,2,2,2
1947,1,1,3,2,2
1948,2,2,3,1,4
1949,3,2,4,3,1
1950,3,3,2,2,2
1951,2,2,3,3,3
1952,1,2,1,1,3
1953,2,2,2,2,3
1954,2,2,2,2,1
1955,1,2,2,3,2
1956,2,2,1,3,5
1957,2,2,2,2,1
1958,2,2,1,3,2
1959,4,1,4,4,1
1960,3,3,1,1,2
1961,4,4,4,4,1
1962,3,3,4,4,1
1963,3,3,3,1,3
1964,1,1,4,4,3
1965,1,1,2,1,2
1966,2,2,4,4,1
1967,2,2,1,1,4
1968,2,3,2,4,3
1969,2,2,3,3,2
1970,1,1,2,3,2
1971,1,1,2,2,1
1972,3,3,1,1,2
1973,3,1,1,2,1
1974,3,3,2,1,1
1975,3,3,3,2,1
1976,3,3,1,1,1
1977,2,2,4,4,1
1978,1,1,3,3,1
1979,4,3,2,2,2
1980,3,3,1,1,4
1981,1,1,4,3,1
1982,2,2,2,2,3
1983,2,2,4,2,3
1984,2,2,3,3,1
1985,2,2,1,1,2
1986,2,1,1,2,3
1987,1,2,3,3,2
1988,2,2,2,2,4
1989,1,1,4,4,1
1990,2,2,2,1,3
1991,2,2,3,3,3
1992,1,1,2,2,4
1993,2,2,2,2,2
1994,3,3,1,1,3
1995,3,3,1,1,2
1996,2,2,1,1,3
1997,3,3,1,1,2
1998,1,1,3,3,5
1999,2,2,1,1,4
2000,3,2,1,2,3
2001,3,3,1,1,2
2002,1,1,4,4,1
2003,3,1,2,2,1
2004,3,3,3,1,2
2005,2,3,2,2,2
2006,1,1,1,1,2
2007,1,1,3,2,1
2008,2,2,1,2,3
2009,2,2,3,2,1
2010,3,3,3,1,4
2011,2,2,4,4,1
2012,1,2,3,2,2
2013,3,3,1,1,2
2014,1,1,2,1,3
2015,2,2,3,3,2
2016,3,3,3,4,2
2017,3,3,2,2,1
2018,2,2,4,4,1
2019,2,2,1,1,3
2020,1,1,4,4,1
2021,2,2,3,3,2
2022,2,2,2,2,2
2023,2,2,1,2,3
2024,2,2,1,1,5
2025,2,3,2,2,2
2026,3,2,2,2,3
2027,2,2,3,2,3
2028,3,3,1,1,2
2029,2,2,3,3,3
2030,3,2,1,2,1
2031,2,2,3,3,3
2032,3,3,1,1,3
2033,3,3,3,4,2
2034,3,3,1,1,2
2035,2,2,1,3,3
2036,3,3,2,1,2
2037,2,2,2,2,3
2038,2,2,2,1,3
2039,2,2,2,1,3
2040,2,2,1,2,3
2041,2,2,3,2,2
2042,1,1,4,4,1
2043,2,2,3,3,4
2044,2,2,3,2,2
2045,2,2,2,3,3
2046,1,3,3,2,2
2047,2,2,2,2,3
2048,3,3,1,1,6
2049,2,2,2,1,6
2050,2,2,4,2,2
2051,3,3,2,1,2
2052,2,2,1,2,5
2053,3,3,2,2,2
2054,2,2,2,2,2
2055,2,2,2,2,1
2056,4,4,4,4,1
2057,1,2,3,4,1
2058,1,3,1,1,2
2059,2,2,3,3,4
2060,3,3,2,1,2
2061,2,2,1,1,4
2062,2,2,3,3,3
2063,2,2,3,3,3
2064,1,1,1,3,2
2065,2,2,2,2,2
2066,1,1,4,3,3
2067,2,2,3,2,3
2068,1,1,2,3,1
2069,3,3,1,1,3
2070,1,2,2,2,2
2071,2,2,1,2,5
2072,1,3,4,4,1
2073,2,3,1,1,2
2074,1,1,2,1,2
2075,1,1,4,4,1
2076,2,2,2,2,3
2077,2,2,3,3,2
2078,2,1,3,1,5
2079,2,2,3,2,2
2080,2,2,1,3,3
2081,2,2,3,2,3
2082,3,1,2,1,3
2083,1,1,1,3,6
2084,2,2,2,1,3
2085,3,1,2,2,2
2086,1,1,3,1,1
2087,1,3,1,1,2
2088,1,1,4,4,1
2089,2,2,3,1,2
2090,2,2,1,3,4
2091,2,2,2,1,2
2092,2,2,2,2,2
2093,2,2,4,4,1
2094,3,3,1,1,6
2095,2,2,2,1,3
2096,2,2,1,1,3
2097,1,1,2,4,1
2098,2,2,1,1,3
2099,1,1,3,3,2
2100,1,1,1,2,2
2101,2,2,2,1,2
2102,3,3,1,2,1
2103,2,2,1,2,4
2104,3,3,2,2,4
2105,3,3,1,1,3
2106,2,2,3,1,6
2107,3,2,2,1,5
2108,2,2,1,2,3
2109,1,1,1,2,2
2110,2,2,2,1,2
2111,3,3,1,1,2
2112,2,2,2,2,3
2113,2,4,1,1,3
2114,2,2,3,2,2
2115,2,4,1,2,2
2116,2,2,2,4,2
2117,2,2,1,1,3
2118,2,2,2,2,3
2119,3,3,2,2,2
2120,1,1,2,1,1
2121,2,2,1,2,3
2122,1,1,2,2,2
2123,2,2,2,3,1
2124,2,2,3,2,3
2125,3,3,2,2,2
2126,3,3,2,2,1
2127,1,1,2,1,3
2128,2,2,3,2,5
2129,1,1,1,1,5
2130,2,2,3,3,2
2131,2,2,1,2,3
2132,3,1,3,3,2
2133,3,3,1,2,5
2134,2,1,1,3,3
2135,2,2,1,2,4
2136,1,1,4,4,1
2137,3,3,1,2,2
2138,2,2,1,2,3
2139,2,2,3,2,1
2140,2,2,3,2,1
2141,3,3,1,3,1
2142,2,2,1,1,2
2143,2,2,3,3,2
2144,1,1,2,3,4
2145,2,2,3,3,1
2146,1,3,1,1,4
2147,2,2,2,2,2
2148,3,3,1,1,6
2149,1,1,3,4,1
2150,2,2,1,1,3
2151,3,3,1,3,3
2152,2,2,3,2,3
2153,3,3,1,1,2
2154,3,3,2,2,2
2155,1,1,3,4,1
2156,2,2,1,1,1
2157,1,1,4,4,1
2158,3,3,1,1,1
2159,2,2,3,4,2
2160,1,1,4,1,5
2161,2,2,3,3,3
2162,2,2,1,2,5
2163,2,2,2,2,1
2164,2,2,3,1,3
2165,1,1,1,1,2
2166,2,2,2,2,2
2167,3,3,1,1,3
2168,2,2,2,2,2
2169,2,2,2,3,3
2170,2,2,3,4,1
2171,2,2,1,1,3
2172,3,3,3,3,2
2173,2,2,2,3,4
2174,2,2,2,1,3
2175,2,2,2,3,1
2176,2,2,1,1,3
2177,1,1,4,1,7
2178,2,2,1,1,3
2179,2,2,3,2,2
2180,3,3,1,1,3
2181,2,2,3,3,1
2182,1,3,3,3,1
2183,2,2,1,2,3
2184,2,2,1,1,3
2185,3,1,1,1,7
2186,2,2,2,2,3
2187,4,4,4,4,1
2188,2,2,4,4,1
2189,1,1,1,2,2
2190,3,3,2,1,2
2191,1,1,4,4,1
2192,3,3,1,1,3
2193,2,2,2,2,2
2194,1,1,3,2,1
2195,1,1,2,2,1
2196,2,2,2,1,3
2197,2,2,1,1,2
2198,3,3,1,1,6
2199,3,2,3,2,2
2200,1,1,4,3,1
2201,1,1,2,1,2
2202,3,3,2,1,1
2203,3,2,3,3,3
2204,1,1,3,1,2
2205,3,3,1,2,2
2206,1,1,4,4,1
2207,2,2,2,1,3
2208,2,4,2,3,6
2209,1,1,3,3,1
2210,2,2,2,3,3
2211,2,2,2,1,2
2212,3,3,3,3,2
2213,3,3,1,3,3
2214,3,3,1,2,1
2215,2,2,1,2,2
2216,1,1,2,2,2
2217,3,3,1,1,2
2218,3,3,1,1,4
2219,3,1,4,4,1
2220,1,1,4,4,1
